Posicao;Nome;Curso;Opcao;Grupo;Media
2150;Ursa Jacobson Soto;Geografia - Sorocaba;1;5;628.38
2151;Tiger Byers Mercado;Enhenharia de Producao - Sao Carlos;1;5;628.29
2152;Paula Morgan Wheeler;Engenharia de Materiais - Sao Carlos;1;5;628.14
2153;Gabriel Lambert Cleveland;Engenharia de Materiais - Sao Carlos;2;5;627.57
2154;Acton Leon Pratt;Ciencias Sociais - Sao Carlos;1;5;627.29
2155;Ima Hinton Mcgowan;Geografia - Sorocaba;1;5;627.00
2156;Nina Waller Daniels;Pedagogia - Sao Carlos;1;5;625.29
2157;Macon Rice Ramirez;Ciencia da Computacao - Sao Carlos;1;5;624.25
2158;Courtney Mercado Sharpe;Educacao Especial - Sao Carlos;1;5;624.14
2159;Sydnee Gamble Neal;Fisica - Sao Carlos;2;5;623.00
2160;Calista Mcintosh Fields;Biblioteconomia - Sao Carlos;1;5;622.88
2161;Stephanie Wilkerson Craft;Engenharia Mecanica - Sao Carlos;1;5;622.29
2162;Jena Clayton Snow;Engenharia Quimica - Sao Carlos;2;5;621.86
2163;Dylan Moran Garrison;Engenharia Eletrica - Sao Carlos;1;5;621.29
2164;Doris Hoffman Austin;Medicina - Sao Carlos;1;5;621.00
2165;Adara Anderson Stein;Engenharia Eletrica - Sao Carlos;1;5;619.86
2166;Cherokee Bradford Hodges;Engenharia Fisica - Sao Carlos;2;5;619.71
2167;Cole Carey Brewer;Engenharia Agronomica - Lagoa do Sino;1;5;619.00
2168;Noelani Herring Johnson;Engenharia de alimentos - Lagoa do Sino;1;5;618.89
2169;Phoebe Bray Valdez;Engenharia de Producao - Sorocaba;1;5;618.88
2170;Kyla Kelly Barron;Geografia - Sorocaba;1;5;618.00
2171;Rhona Reilly Harmon;Educacao Fisica - Sao Carlos;2;5;617.83
2172;Nina Cole Mckinney;Geografia - Sorocaba;2;5;617.75
2173;Mollie Sosa Holden;Matematica - Sao Carlos;1;5;616.86
2174;Shoshana Mathis Buchanan;Engenharia de Producao - Sorocaba;1;5;616.75
2175;India Cross Bishop;Engenharia de Producao - Sorocaba;2;5;616.50
2176;Jorden Parker Mejia;Ciencia da Computacao - Sorocaba;2;5;615.50
2177;Vaughan Haney Roth;Engenharia Agronomica - Lagoa do Sino;2;5;615.11
2178;Ian Shields Stevenson;Fisioterapia - Sao Carlos;2;5;615.00
2179;Adam Chavez Hester;Engenharia de alimentos - Lagoa do Sino;2;5;615.00
2180;Maxwell Shannon Good;Imagem Som - Sao Carlos;2;5;614.63
2181;Caesar Ochoa Bowman;Educacao Fisica - Sao Carlos;1;5;614.50
2182;Cherokee Herman Hartman;Matematica - Sao Carlos;1;5;614.43
2183;Sybill Macdonald Malone;Educacao Fisica - Sao Carlos;2;5;614.33
2184;Macy Wong Anderson;Matematica - Sao Carlos;2;5;613.71
2185;Kathleen Sykes Mcdowell;Matematica - Sao Carlos;1;5;613.57
2186;Simon Mullins Beck;Medicina - Sao Carlos;1;5;613.57
2187;Patricia Rich Booth;Engenharia Agronomica - Araras;1;5;613.57
2188;Lamar Rasmussen Summers;Engenharia Civil - Sao Carlos;2;5;613.50
2189;Kathleen Dalton Wright;Engenharia de Computacao - Sao Carlos;1;5;613.38
2190;Anastasia Myers Huff;Engenharia Agronomica - Lagoa do Sino;2;5;613.22
2191;Jeremy Lara Mason;Engenharia Agronomica - Lagoa do Sino;2;5;612.78
2192;Lila Page Vinson;Engenharia Fisica - Sao Carlos;1;5;611.43
2193;Jakeem Bentley Bullock;Gerontologia - Sao Carlos;1;5;611.11
2194;Brock Norton Giles;Engenharia de alimentos - Lagoa do Sino;1;5;610.33
2195;Germane Spears Wilkins;Educacao Fisica - Sao Carlos;1;5;609.17
2196;Gretchen Rosa Bullock;Engenharia Eletrica - Sao Carlos;1;5;609.14
2197;Gemma Beard Hart;Gestao e Analise Ambiental - Sao Carlos;2;5;608.75
2198;Whoopi Herring Dunlap;Engenharia de Producao - Sorocaba;1;5;608.63
2199;Shelly Galloway Bennett;Enhenharia de Producao - Sao Carlos;1;5;607.71
2200;Hilda Gates Zamora;Engenharia Civil - Sao Carlos;1;5;607.50
2201;Nayda Le Walter;Medicina - Sao Carlos;1;5;607.43
2202;Montana Callahan Saunders;Engenharia Agronomica - Lagoa do Sino;1;5;607.33
2203;Rebecca Hester Bird;Engenharia Agronomica - Araras;2;5;607.29
2204;Lacey Farrell Wooten;Engenharia de Producao - Sorocaba;2;5;607.00
2205;Chadwick Vazquez Snider;Fisioterapia - Sao Carlos;2;5;606.50
2206;Abel Rodriquez Copeland;Gestao e Analise Ambiental - Sao Carlos;2;5;606.00
2207;Christen Wilkinson Waters;Engenharia de alimentos - Lagoa do Sino;2;5;605.67
2208;Willa Wallace Sykes;Engenharia de Producao - Sorocaba;2;5;605.63
2209;Paki Mosley Hardy;Gestao e Analise Ambiental - Sao Carlos;1;5;605.63
2210;Jane Vargas Chaney;Engenharia de alimentos - Lagoa do Sino;1;5;605.44
2211;Bree Owens Jefferson;Engenharia Agronomica - Lagoa do Sino;1;5;605.33
2212;Aline Reese Rocha;Matematica - Sao Carlos;2;5;605.14
2213;Ori Rodriguez Mccoy;Engenharia Agronomica - Araras;1;5;605.14
2214;Noelani Oneil Hendrix;Ciencia da Computacao - Sorocaba;1;5;605.13
2215;Yen Ingram Vance;Letras - Sao Carlos;1;5;604.63
2216;Alan Wilder Morrison;Ciencia da Computacao - Sorocaba;1;5;603.75
2217;Lyle Chavez Battle;Engenharia Agronomica - Lagoa do Sino;1;5;603.44
2218;Raja French Vasquez;Enhenharia de Producao - Sao Carlos;1;5;602.86
2219;Joel Mcclure Hahn;Engenharia Mecanica - Sao Carlos;1;5;602.00
2220;Amy Freeman Solomon;Estatistica - Sao Carlos;2;5;600.29
2221;Leilani Mcknight Lyons;Fisioterapia - Sao Carlos;1;5;599.88
2222;Arthur Crosby Mccarthy;Biotecnologia - Sao Carlos;1;5;599.75
2223;Orlando Dominguez Price;Engenharia Agronomica - Araras;2;5;599.71
2224;Akeem Lewis Hardy;Engenharia Agronomica - Lagoa do Sino;2;5;599.67
2225;MacKenzie Beck Head;Fisioterapia - Sao Carlos;2;5;598.88
2226;Justina Holder Paul;Letras - Sao Carlos;1;5;598.25
2227;Channing Shaw Hood;Educacao Especial - Sao Carlos;2;5;598.00
2228;Whilemina Thomas Velazquez;Educacao Especial - Sao Carlos;1;5;597.43
2229;Imani Nichols Stafford;Gestao e Analise Ambiental - Sao Carlos;1;5;597.38
2230;Laith Garner Grimes;Ciencia da Computacao - Sorocaba;2;5;597.38
2231;Melodie Crane Deleon;Turismo - Sorocaba;2;5;597.11
2232;Leilani Norris Whitney;Enhenharia de Producao - Sao Carlos;1;5;595.43
2233;Cassidy Kelley Ochoa;Pedagogia - Sorocaba;2;5;593.38
2234;Hilda Lindsey Duffy;Enhenharia de Producao - Sao Carlos;1;5;593.29
2235;Baxter Justice Gutierrez;Fisica - Araras;1;5;593.22
2236;Rae Mitchell Gillespie;Estatistica - Sao Carlos;2;5;592.86
2237;Jerome Fox Galloway;Ciencia da Computacao - Sao Carlos;1;5;592.50
2238;Tara Galloway Frye;Fisica - Sao Carlos;1;5;591.57
2239;Stacy Holloway Love;Matematica - Sao Carlos;1;5;591.14
2240;Summer Bennett Davidson;Engenharia Agronomica - Araras;1;5;590.71
2241;Shad Webster Patterson;Ciencia da Computacao - Sao Carlos;2;5;590.25
2242;Lucas Adams Burnett;Biotecnologia - Sao Carlos;1;5;589.25
2243;Geraldine Beach Mason;Pedagogia - Sorocaba;1;5;587.88
2244;Tatum Cherry Parsons;Engenharia Civil - Sao Carlos;2;5;587.75
2245;Cairo Diaz Bates;Geografia - Sorocaba;2;5;587.75
2246;Meredith Ortega Bryan;Ciencia da Computacao - Sao Carlos;1;5;586.63
2247;Germaine Santiago Frank;Matematica - Sao Carlos;2;5;586.57
2248;Mannix Coleman Sawyer;Estatistica - Sao Carlos;1;5;585.43
2249;Heather Stone Lowe;Engenharia Fisica - Sao Carlos;1;5;585.14
2250;Beverly Serrano Sanchez;Estatistica - Sao Carlos;2;5;584.57
2251;Tanek Macdonald Martin;Engenharia Eletrica - Sao Carlos;2;5;584.14
2252;Lance Andrews Graves;Estatistica - Sao Carlos;2;5;583.71
2253;Dustin Mcdaniel Russo;Ciencia da Computacao - Sao Carlos;1;5;583.13
2254;Lunea Thompson Carney;Engenharia de Materiais - Sao Carlos;1;5;582.57
2255;Melodie Calhoun Mooney;Engenharia Mecanica - Sao Carlos;1;5;582.14
2256;Murphy Roberson Cotton;Geografia - Sorocaba;2;5;579.75
2257;Xandra Copeland Blackburn;Ciencias Sociais - Sao Carlos;1;5;578.86
2258;Maia Briggs Randolph;Matematica - Sao Carlos;1;5;577.57
2259;Penelope Davenport Burt;Ciencias Econimcas - Sorocaba;2;5;576.67
2260;Aimee Lott Pena;Educacao Especial - Sao Carlos;2;5;576.57
2261;Hanna Orr Willis;Ciencia da Computacao - Sao Carlos;2;5;576.38
2262;Daphne Valencia Garrett;Biotecnologia - Sao Carlos;2;5;575.25
2263;Imelda Stanley Merrill;Ciencias Econimcas - Sorocaba;1;5;573.33
2264;Nevada Spencer Villarreal;Engenharia Mecanica - Sao Carlos;1;5;573.00
2265;Britanni Robles Foster;Pedagogia - Sorocaba;1;5;571.25
2266;Marah Branch Ayers;Engenharia de Producao - Sorocaba;1;5;571.13
2267;Yetta Johnson Dale;Engenharia de alimentos - Lagoa do Sino;2;5;571.11
2268;Leila Goodman Hayes;Enhenharia de Producao - Sao Carlos;1;5;568.86
2269;Hanae Petersen Elliott;Pedagogia - Sorocaba;2;5;568.75
2270;Sarah Mann Larsen;Engenharia Quimica - Sao Carlos;2;5;567.86
2271;Bianca Cantrell Montoya;Fisioterapia - Sao Carlos;1;5;566.38
2272;Naida Carney Bush;Engenharia Quimica - Sao Carlos;2;5;566.00
2273;Imelda Pacheco Cain;Letras - Sao Carlos;1;5;565.50
2274;Paloma Harding Austin;Biotecnologia - Sao Carlos;2;5;565.00
2275;Noah Herman Rivas;Turismo - Sorocaba;2;5;564.33
2276;Venus Hicks Garrison;Biblioteconomia - Sao Carlos;1;5;561.75
2277;Rama Nieves Marshall;Engenharia Civil - Sao Carlos;1;5;561.50
2278;Guy Salas Hood;Biotecnologia - Sao Carlos;1;5;559.25
2279;Rudyard Estes Frederick;Engenharia Eletrica - Sao Carlos;1;5;556.86
2280;Ira Harrington Woods;Engenharia de Producao - Sorocaba;1;5;556.75
2281;Nissim Whitehead Dean;Ciencias Sociais - Sao Carlos;2;5;556.43
2282;Quintessa Donovan Garza;Administracao - Sorocaba;1;5;555.00
2283;Phillip Rodriquez Cross;Engenharia Fisica - Sao Carlos;1;5;553.57
2284;Vielka Brown Conway;Fisioterapia - Sao Carlos;1;5;553.00
2285;Lois Zimmerman Warren;Engenharia de Materiais - Sao Carlos;1;5;552.14
2286;Lareina Valenzuela Foster;Engenharia Quimica - Sao Carlos;2;5;552.14
2287;Bethany Weiss Wells;Matematica - Sao Carlos;1;5;551.43
2288;Hanae Kerr Rutledge;Gerontologia - Sao Carlos;1;5;550.78
2289;Fleur Norris Knowles;Turismo - Sorocaba;1;5;547.56
2290;Beck Avery Rowland;Fisica - Araras;1;5;547.00
2291;Tate Mejia Welch;Fisica - Araras;2;5;545.67
2292;Berk Quinn Powell;Engenharia Mecanica - Sao Carlos;2;5;543.57
2293;Len Hopkins Kane;Educacao Especial - Sao Carlos;2;5;543.14
2294;Brody Welch Carrillo;Engenharia Civil - Sao Carlos;1;5;542.75
2295;Amos Benjamin Merrill;Enhenharia de Producao - Sao Carlos;2;5;538.14
2296;Ginger Albert Walter;Ciencia da Computacao - Sao Carlos;1;5;537.00
2297;Rose Webb Rollins;Ciencias Sociais - Sao Carlos;1;5;531.71
2298;Josephine Rowe Ward;Ciencias Econimcas - Sorocaba;2;5;527.44
2299;Maxine Mcknight Chambers;Administracao - Sorocaba;1;5;526.88
2300;Jennifer Holman Garza;Biotecnologia - Sao Carlos;1;5;521.50
2301;Price Whitney Colon;Ciencias Sociais - Sao Carlos;1;5;519.00
2302;Igor Harvey Brown;Ciencias Econimcas - Sorocaba;2;5;515.11
2303;Hedy Malone Rutledge;Matematica - Sao Carlos;2;5;514.29
2304;August Blair Palmer;Biblioteconomia - Sao Carlos;2;5;514.25
2305;Dennis Rowe Brown;Engenharia Mecanica - Sao Carlos;1;5;509.14
2306;Rahim Gaines Herring;Engenharia Mecanica - Sao Carlos;2;5;507.14
2307;Zelda Foley Carlson;Engenharia de Materiais - Sao Carlos;1;5;490.86
2308;Alice Dale Gilmore;Matematica - Sao Carlos;2;5;486.86
